the_geom,OBJECTID,NYSStreetID,LeftFromAddress,LeftToAddress,RightFromAddress,RightToAddress,CompleteStreetName,HighwayNumber,Jurisdiction,FCC,ACC,SPEED,LeftPostal,RightPostal,Shape.STLength()
"MULTILINESTRING ((-78.839297169617 42.903673504758, -78.839274156329 42.903825450624))",6276,477788407,1124,1150,1125,1151,Fillmore Avenue,,12,A31,4,35,14211,14211,16.997841039419516
"MULTILINESTRING ((-78.8782222004 42.886935511307, -78.878375111644 42.886925461504, -78.878479137586 42.886891499504, -78.878595115163 42.886827509616, -78.878677163852 42.886757467839))",7698,477793063,,,,,Niagara Square,384,01,A62,3,35,14202,14202,43.990013151757935
"MULTILINESTRING ((-78.889891166455 42.954239439938, -78.888660154666 42.954245495008))",2630,477774726,2,30,1,27,Layer Avenue,,12,A41,5,25,14207,14207,100.53880842748966
"MULTILINESTRING ((-78.888867149201 42.936643470338, -78.888773193709 42.936698438181))",3061,477778814,,,,,State Route 198,198,01,A15,2,65,14207,14207,9.811472876141462
"MULTILINESTRING ((-78.844022150887 42.887855477857, -78.84401714804 42.88964550321))",6640,477792830,968,1024,967,1031,Smith Street,,12,A31,4,35,14212,14212,199.01686888305426
"MULTILINESTRING ((-78.845654145403 42.882221498498, -78.844051109379 42.881941463672))",6706,477794347,90,128,91,129,Oneida Street,,12,A41,5,25,14206,14206,134.71639915018275
"MULTILINESTRING ((-78.878970195771 42.896889504805, -78.879106137919 42.896895516126, -78.879292201653 42.896966453909, -78.880949135318 42.897684441696))",7868,477790252,22,84,25,79,Cottage Street,,12,A40,5,25,14201,14201,185.48580079569498
"MULTILINESTRING ((-78.845986139132 42.86847346023, -78.84458509363 42.868219498944, -78.844133102102 42.868141509172))",10596,477798020,214,298,213,227,Elk Street,,12,A31,4,35,14210,14210,155.9750549595677
"MULTILINESTRING ((-78.901668496429 42.915191303658, -78.901517163964 42.915193452935))",9282,477785420,6,10,5,9,Robert Rich Way,,12,A41,5,25,14213,14213,12.369537178073589
"MULTILINESTRING ((-78.904189145326 42.954865497172, -78.904538204972 42.955542442538))",2683,477774560,26,50,27,49,Condon Avenue,,12,A41,5,25,14207,14207,80.484660029768264
"MULTILINESTRING ((-78.846924098972 42.889634512625, -78.846928092758 42.890977468326, -78.846948132262 42.89123844305, -78.84697510403 42.891329463719))",6780,477792480,208,282,207,287,Sherman Street,,12,A40,5,25,14212,14212,188.73040843719122
"MULTILINESTRING ((-78.851803092857 42.9476724706, -78.851472162378 42.947664444347))",3888,477776283,1526,1528,1517,1529,Hertel Avenue,,12,A31,4,35,14216,14216,27.044010427403613
"MULTILINESTRING ((-78.850360175235 42.927637498998, -78.850074206696 42.927637497502))",5598,477781857,18,22,23,31,Kensington Avenue,,12,A41,4,25,14214,14214,23.36451369061886
"MULTILINESTRING ((-78.859788092468 42.84048416543, -78.859783311019 42.840484045832, -78.859778622978 42.840483097761, -78.85977417079 42.840481350024, -78.859770089732 42.840478855725, -78.859766503804 42.840475690651, -78.859763521965 42.840471950972, -78.859761234815 42.840467750316, -78.859759711848 42.840463216319, -78.859758999338 42.840458486742, -78.859759118936 42.840453705292, -78.859760067007 42.840449017251, -78.859761814744 42.840444565063, -78.859764309043 42.840440484005, -78.859767474117 42.840436898078, -78.859771213796 42.840433916239, -78.859775414452 42.840431629088, -78.859779948449 42.840430106121, -78.859784678026 42.840429393612, -78.859789459476 42.84042951321, -78.859794147517 42.84043046128, -78.859798599705 42.840432209017, -78.859802680763 42.840434703317, -78.85980626669 42.840437868391, -78.859809248529 42.84044160807, -78.85981153568 42.840445808725, -78.859813058647 42.840450342723, -78.859813771156 42.8404550723, -78.859813651558 42.840459853749, -78.859812703488 42.84046454179, -78.859810955751 42.840468993978, -78.859808461451 42.840473075036, -78.859805296377 42.840476660964, -78.859801556698 42.840479642803, -78.859797356043 42.840481929953, -78.859792822045 42.84048345292, -78.859788092468 42.84048416543))",11889,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.895676147451 42.918442495329, -78.895262106017 42.918421491489, -78.894291108803 42.918440441444))",8651,477784678,138,174,139,175,Auburn Avenue,,12,A40,5,25,14213,14213,113.29051175910044
"MULTILINESTRING ((-78.834303135869 42.870542492324, -78.833632096859 42.871502470358, -78.832744103931 42.872756488669))",11019,477797347,228,310,229,311,Babcock Street,,12,A41,5,25,14210,14210,277.20998550777381
"MULTILINESTRING ((-78.883388188605 42.908035473389, -78.883857103511 42.908550490706, -78.88453513053 42.909264494796, -78.884856146497 42.909624447912))",8346,477787298,70,198,69,199,17th Street,,12,A40,5,25,14213,14213,213.57137447770486
"MULTILINESTRING ((-78.833032137161 42.921838479277, -78.83265513348 42.921867507316))",5912,477783615,,,649,655,East Delavan Avenue,,12,A31,4,35,14215,14211,30.973517720676924
"MULTILINESTRING ((-78.866902147862 42.875733513421, -78.866800194329 42.876074512693))",10276,477796162,284,320,285,321,Chicago Street,,12,A41,5,25,14204,14204,38.818874274583195
"MULTILINESTRING ((-78.879024132464 42.880169456119, -78.879098161587 42.880221506751, -78.879259102054 42.880347499985, -78.879911179941 42.880841464312))",9893,506986480,,,,,Interstate 190 Northbound,190,06,A15,1,65,14202,14202,104.13938477160164
"MULTILINESTRING ((-78.876978180512 42.86721647475, -78.876956612459 42.867187754927))",9759,477798316,,,,,State Route 5,5,01,A15,2,65,14203,14203,3.647967378982128
"MULTILINESTRING ((-78.874771137197 42.934029517284, -78.874619150878 42.934042502691))",4871,477779520,,,,,State Route 198,198,01,A15,2,65,14216,14222,12.500311996086245
"MULTILINESTRING ((-78.883517116155 42.884104513966, -78.883538178627 42.884030508047, -78.883547134732 42.883929452027))",7648,477793881,,,,,Ramp,5,06,A63,2,45,14202,14202,19.666121626351043
"MULTILINESTRING ((-78.82042116405 42.845292467437, -78.816925144086 42.84524545563, -78.816807079295 42.845273437334, -78.81667709961 42.845332429647, -78.81646408525 42.845489453997))",11427,477801082,88,198,87,199,Bloomfield Avenue,,12,A41,5,25,14220,14220,333.36716570351643
"MULTILINESTRING ((-78.801324174191 42.904892478795, -78.801243171258 42.904744449118, -78.80117818971 42.904510440797, -78.801134170678 42.904330478373))",1214,477788081,68,96,67,95,Bakos Boulevard,,12,A41,5,25,14211,14211,64.621262263644937
"MULTILINESTRING ((-78.815946146732 42.845108503138, -78.814688135497 42.846011429031, -78.813539094325 42.846846509254))",293,477801101,2,98,1,99,Belvedere Road,,12,A41,5,25,14220,14220,275.8897581045901
"MULTILINESTRING ((-78.852781099897 42.929221522151, -78.852255171748 42.928918445618))",4402,477781458,100,132,,,West Humboldt Parkway,,12,A40,4,25,14214,14214,54.605872394756418
"MULTILINESTRING ((-78.863153151027 42.927628484224, -78.863543158695 42.927798482848, -78.863863151088 42.927898484094))",4738,600058542,,,,,Unnamed Street,,14,A70,6,15,14209,14209,65.459430495976434
"MULTILINESTRING ((-78.820099164728 42.95395645836, -78.819877097306 42.953830444855, -78.819792143359 42.953812485356, -78.81969218376 42.95381348488, -78.819602172785 42.953844494397, -78.819545139079 42.953881514797, -78.819166165983 42.954218492189, -78.819127158416 42.95427147691, -78.819123158232 42.954339498617, -78.819142205208 42.954413503036, -78.819188145988 42.954470492177, -78.819379138489 42.954593493721))",2369,477774786,,,,,Main Circle,,12,A40,5,25,14214,14214,151.97831767042982
"MULTILINESTRING ((-78.862301409162 42.845955260726, -78.86239508112 42.846174984769, -78.862391769868 42.846446083425, -78.862292594281 42.846672763684, -78.862015162146 42.847155608626))",11602,800002909,,,,,Parking Lot,,10,A75,4,15,14203,14203,140.50616668122362
"MULTILINESTRING ((-78.885029136684 42.902721455318, -78.885444152473 42.903211467304, -78.886386188313 42.904215500037))",7954,477788658,72,134,73,135,Normal Avenue,,12,A40,5,25,14213,14213,199.79105655328937
"MULTILINESTRING ((-78.827286152048 42.952773522679, -78.828907207667 42.953496521482))",3734,477774982,64,114,63,113,Merrimac Street,,12,A41,5,25,14214,14214,154.88142884156409
"MULTILINESTRING ((-78.841699127885 42.949935440772, -78.841922121099 42.950097485376, -78.842094104125 42.950176519339, -78.842262197277 42.950232454239, -78.842421193591 42.950258442247, -78.842642135567 42.950269472194))",4014,477775663,10,30,7,25,North Drive,,12,A41,5,25,14216,14216,88.647817115023457
"MULTILINESTRING ((-78.876151673962 42.865932789845, -78.876824194581 42.866839487602))",9785,477798837,,,,,State Route 5,5,01,A15,2,65,14203,14203,114.83795726619206
"MULTILINESTRING ((-78.842279164283 42.870285506737, -78.842331133131 42.870294474579))",10669,477797450,,,,,Interstate 190 Northbound,190,06,A15,1,65,14210,14210,4.365329311560306
"MULTILINESTRING ((-78.839329583708 42.92588373159, -78.839330627525 42.925950945387))",5774,477782376,,,,,Fillmore Avenue,,12,A31,4,35,14214,14214,7.473385913194586
"MULTILINESTRING ((-78.860759122121 42.874570499018, -78.8614971012 42.875008456854, -78.86177120046 42.875161445592, -78.861862151116 42.875204472404, -78.862140191154 42.875326444233, -78.862425135851 42.87543350597, -78.86284818179 42.875556429157, -78.863269188503 42.875658440928))",10450,477796442,,,,,Interstate 190 Northbound,190,06,A15,1,65,14204,14204,240.6034770934491
"MULTILINESTRING ((-78.844162150752 42.94032049312, -78.844144144439 42.941400463806))",4490,477777976,2,28,1,37,Starin Avenue,,12,A31,4,35,14214,14214,120.08187207056979
"MULTILINESTRING ((-78.832760090884 42.883255436503, -78.832528200085 42.883494427713, -78.832135112287 42.883874508969, -78.832072147211 42.883990517348, -78.832063198754 42.884142440823, -78.832038154641 42.884927508803))",6556,477794037,2,98,1,99,Newell Street,,12,A41,5,25,14206,14206,203.83399016158555
"MULTILINESTRING ((-78.836616106728 42.897248493027, -78.836619182407 42.89848343503))",6318,477790182,130,174,131,175,Mills Street,,12,A40,5,25,14212,14212,137.30159867962089
"MULTILINESTRING ((-78.826278091708 42.907613471343, -78.825449112693 42.907947523723))",5992,477787368,1450,1476,1453,1475,Genesee Street,,12,A31,4,35,14211,14211,77.262910247860432
"MULTILINESTRING ((-78.853934607394 42.834063499868, -78.853921172664 42.834038498996))",11743,477802605,,,,,State Route 5,5,01,A15,2,65,14218,14203,2.989108563258391
"MULTILINESTRING ((-78.823033122304 42.958106496264, -78.823107186324 42.958140484015, -78.823834183541 42.958159472751))",2471,477773735,,,131,163,Kenmore Avenue,307,02,A35,4,35,14214,14226,66.536629639102941
"MULTILINESTRING ((-78.863109031354 42.852447762489, -78.863148896844 42.852452015751, -78.863183978778 42.85249549802, -78.863296642357 42.852679293567, -78.863433932016 42.852933719754, -78.863554854805 42.853120216171, -78.863621049101 42.853180816482, -78.863740898232 42.853202498884, -78.863836944018 42.853184954868, -78.863919660697 42.853140714888, -78.864020135707 42.85308043317))",9572,800002471,,,,,Driveway,,14,A74,4,25,14203,14203,130.54887465309221
"MULTILINESTRING ((-78.876824194581 42.866839487602, -78.877043107882 42.867129457478))",9773,477798369,,,,,State Route 5,5,01,A15,2,65,14203,14203,36.877376533831558
"MULTILINESTRING ((-78.873862966227 42.862114649901, -78.873784429014 42.862024959621, -78.873696246296 42.861961247824, -78.872838348249 42.861499572979, -78.87226868946 42.861090065664, -78.871869148239 42.860708143931, -78.87161496895 42.860437050393))",9696,800002937,614,698,,,Fuhrmann Boulevard,,12,A45,4,25,14203,14203,264.25382087694294
"MULTILINESTRING ((-78.903223139702 42.957832512445, -78.902633209458 42.958077479072))",2722,477773804,212,232,201,223,Esser Avenue,,12,A41,5,25,14207,14207,55.3432290347099
"MULTILINESTRING ((-78.873032847199 42.862766592505, -78.8732548203 42.862634631223))",9705,800002509,,,,,Outer Harbor Drive,,12,A41,4,25,14203,14203,23.342531182634808
"MULTILINESTRING ((-78.841399101248 42.870012464753, -78.840597195237 42.869866444697, -78.839833191921 42.869733461919))",10634,477797619,,,,,Interstate 190 Southbound,190,06,A15,1,65,14210,14210,131.76377068182308
"MULTILINESTRING ((-78.886386120208 42.948960525613, -78.887509182312 42.948960508332))",3325,477776030,30,56,29,57,Holmes Street,,12,A41,5,25,14207,14207,91.728046419853229
"MULTILINESTRING ((-78.830320261805 42.927472389787, -78.830151730975 42.927470797979))",5842,800004882,,,,,Driveway Entrance,,14,A74,6,15,14215,14215,13.770491095154922
"MULTILINESTRING ((-78.82337113064 42.866362426395, -78.822850131246 42.866157455333, -78.822667091533 42.866067505278, -78.822529147251 42.865970464784, -78.822354192882 42.865795428129, -78.82223217943 42.865611508233))",11107,477798632,1522,1570,1529,1571,Seneca Street,16,01,A31,4,35,14210,14210,128.84020568218264
"MULTILINESTRING ((-78.839361177365 42.921083510353, -78.839379162731 42.921851464947))",5758,477783768,1738,1772,1733,1773,Fillmore Avenue,,12,A31,4,35,14211,14211,85.394581210153419
"MULTILINESTRING ((-78.88772412141 42.876894485716, -78.887637139002 42.876893482194, -78.886721114063 42.876814514899, -78.884779209783 42.876819477453, -78.884628116418 42.876805433969, -78.884539124698 42.876772443055, -78.884374176244 42.876664510871))",9562,800002557,2,68,1,63,Fuhrmann Boulevard,,12,A41,5,25,14203,14203,279.98316304465169
"MULTILINESTRING ((-78.817665123952 42.945327488097, -78.814202196562 42.945033515808, -78.813660091519 42.944983445821))",2108,477776839,344,472,343,473,Lasalle Avenue,,12,A41,5,25,14215,14215,329.35412018125493
"MULTILINESTRING ((-78.824290188915 42.927251441084, -78.824156112224 42.92728050691, -78.823063083871 42.927276462076))",1487,477781943,130,162,129,161,Sussex Street,,12,A41,5,25,14215,14215,100.72503100671523
"MULTILINESTRING ((-78.855360207278 42.872892435139, -78.855168105661 42.872860467407))",10417,477796785,,,,,Interstate 190 Southbound,190,06,A15,1,65,14210,14210,16.106327949132403
"MULTILINESTRING ((-78.818760110556 42.93105546652, -78.82044009979 42.930348448769, -78.821005199021 42.930154437516))",1938,477780931,,,,,Ramp,,01,A63,4,45,14215,14215,209.12465312666086
"MULTILINESTRING ((-78.909419232251 42.951429468031, -78.909294135149 42.950664474673, -78.909252212942 42.950196457986, -78.909197184512 42.949585461295))",2775,516218719,,,,,Interstate 190 Southbound,190,06,A15,1,65,14207,14207,205.90087178767129
"MULTILINESTRING ((-78.86226610048 42.917779494614, -78.864743117558 42.917783468852))",5264,477784814,2,74,1,75,West Balcom Street,,12,A40,5,25,14209,14209,202.41447576687295
"MULTILINESTRING ((-78.882685130245 42.884624469241, -78.883735188097 42.884800476823, -78.88381115429 42.884836431866, -78.884024169855 42.885048435307, -78.88468521152 42.885726463433))",7667,477793623,12,112,7,45,4th Street,,12,A41,5,25,14202,14202,217.50879322185926
"MULTILINESTRING ((-78.837741115978 42.950125487415, -78.837686197108 42.952406440151))",4019,477775614,88,180,89,179,Carmel Road,,12,A41,5,25,14214,14214,253.63895698402723
"MULTILINESTRING ((-78.849554204712 42.929511488191, -78.848963701789 42.929174151089))",4390,477781388,,,,,Parking Lot,,10,A75,6,15,14214,14214,61.108241293559466
"MULTILINESTRING ((-78.908110217192 42.944075479335, -78.908335198095 42.944649512861))",2814,477777049,,,,,Interstate 190 Northbound,190,06,A15,1,65,14207,14207,66.417649762118273
"MULTILINESTRING ((-78.891611168645 42.92014049506, -78.890381165097 42.920159496177))",8592,477784061,186,220,187,219,Lafayette Avenue,,12,A31,4,35,14213,14213,100.5320923884517
"MULTILINESTRING ((-78.819156086587 42.848626438066, -78.819395172091 42.84905450588))",372,477800734,622,638,623,639,Mckinley Parkway,,12,A31,4,35,14220,14220,51.454147548776817
"MULTILINESTRING ((-78.850069196086 42.91107350948, -78.849132133913 42.911061488809))",5383,477786584,422,446,423,443,East Utica Street,,12,A31,4,35,14208,14208,76.593075405077002
"MULTILINESTRING ((-78.905263170824 42.956969512552, -78.904320222514 42.957365476021))",2714,477773994,148,178,147,175,Esser Avenue,,12,A41,5,25,14207,14207,88.704119971681351
"MULTILINESTRING ((-78.895889200651 42.899445438494, -78.895646547328 42.899576374922))",9034,477789627,,,135,147,Porter Avenue,,12,A21,4,35,14201,14201,24.604298811305917
"MULTILINESTRING ((-78.894493169449 42.891498477622, -78.894455458131 42.89146705191, -78.894408889226 42.891449352492, -78.894338339732 42.891440321267, -78.8942231619 42.891448467819))",9188,600049297,,,,,Dar Drive,,12,A62,5,15,14201,14201,24.25949592694586
"MULTILINESTRING ((-78.843495094732 42.90926547977, -78.843491162166 42.909625491514, -78.843494162838 42.910994499328))",6105,477787015,,,,,State Route 33,33,01,A15,2,65,14208,14208,192.2357580040958
"MULTILINESTRING ((-78.874087808182 42.861985371958, -78.873780767196 42.861877341032, -78.873405715461 42.86170364424, -78.873053484412 42.8615345213, -78.872676913422 42.861312631406, -78.872173501361 42.860900879448, -78.871710126291 42.860404385464))",9739,477799292,,,613,699,Fuhrmann Boulevard,,12,A45,4,25,14203,14203,266.48470213438554
"MULTILINESTRING ((-78.822639095205 42.89190146659, -78.822603139976 42.891874487078, -78.822544111864 42.891866466687, -78.822470103982 42.891885508279, -78.821662192912 42.892240437213, -78.821107138695 42.892480484291))",6535,477791937,2,48,1,49,Amity Street,,12,A41,5,25,14212,14212,145.09439983900791
